lead_id,source,campaign,region,role,prior_course_interest,page_views,last_touch_days,recency_days,email_opens,webinar_attended,form_submissions,prior_purchases,region_engagement_score,time_spent_minutes,label_conversion,label_class
LEAD-101490,Facebook,Webinar2025,Asia,Manager,Leadership,29,11,5,1,Yes,1,1,33.13,250,0,Cold
LEAD-100788,Facebook,Summer2025,Europe,Intern,Leadership; Data Science,37,8,9,8,Yes,3,0,85.25,182,1,Warm
LEAD-101690,LinkedIn,Summer2025,Australia,VP,Strategy,19,8,28,5,No,1,1,26.12,5,0,Cold
LEAD-101078,Google Ads,Webinar2025,Europe,Manager,Marketing,25,5,26,3,No,2,0,63.04,262,0,Cold
LEAD-101685,LinkedIn,Spring2025,Asia,Analyst,Strategy,23,12,10,2,No,5,1,68.51,232,0,Warm
LEAD-101183,Facebook,Webinar2025,Asia,VP,Marketing; Strategy; Leadership,9,11,15,4,No,0,1,61.59,58,0,Cold
LEAD-100571,Referral,Spring2025,Asia,Analyst,Strategy,38,7,15,5,No,1,1,68.83,231,1,Warm
LEAD-101662,LinkedIn,Spring2025,North America,Analyst,Machine Learning; Leadership; Strategy,26,18,3,3,No,5,0,34.68,233,0,Warm
LEAD-101746,Google Ads,Summer2025,Asia,VP,Marketing; Data Science; Leadership,2,15,4,-1,No,3,1,55.51,193,0,Warm
LEAD-101265,LinkedIn,Summer2025,Asia,Analyst,Leadership; Strategy; Marketing,17,13,13,3,No,3,0,42.41,169,0,Hot
LEAD-100577,Referral,Webinar2025,North America,VP,Data Science,27,2,27,5,No,0,0,69.93,155,1,Hot
LEAD-101824,LinkedIn,Webinar2025,North America,VP,Marketing; Strategy,9,20,24,5,Yes,2,0,66.14,49,0,Warm
LEAD-100120,Organic,Summer2025,Australia,Analyst,Strategy; Machine Learning; Leadership,27,6,3,8,Yes,1,2,81.69,44,1,Cold
LEAD-100092,Facebook,Spring2025,Australia,Manager,Data Science,15,9,14,7,Yes,0,0,92.58,41,1,Warm
LEAD-100680,LinkedIn,Summer2025,North America,Intern,Machine Learning; Marketing; Data Science,40,0,7,10,Yes,1,1,64.35,233,1,Hot
LEAD-100508,LinkedIn,Webinar2025,North America,VP,Leadership,20,6,24,13,Yes,2,2,86.23,300,1,Warm
LEAD-100283,Facebook,Summer2025,Europe,Analyst,Strategy,25,3,22,4,No,4,2,75.55,23,1,Hot
LEAD-100807,Organic,Webinar2025,North America,Analyst,Strategy; Marketing,25,19,12,4,Yes,1,0,37.51,59,0,Cold
LEAD-101330,Facebook,Spring2025,North America,Analyst,Machine Learning; Leadership,17,12,9,5,No,2,0,59.3,138,0,Cold
LEAD-100656,Google Ads,Spring2025,Australia,Director,Data Science,27,7,2,3,Yes,0,3,86.64,116,1,Warm
LEAD-101840,LinkedIn,Spring2025,North America,Intern,Data Science; Marketing; Leadership,12,5,3,3,Yes,3,1,61.91,3,0,Warm
LEAD-101407,LinkedIn,Spring2025,Asia,Intern,Leadership; Machine Learning; Marketing,18,11,23,0,Yes,3,0,66.94,48,0,Cold
LEAD-100677,Google Ads,Spring2025,North America,Director,Data Science,24,4,16,8,Yes,3,0,76.95,145,1,Hot
LEAD-101626,Organic,Summer2025,Australia,Analyst,Machine Learning,6,10,5,3,Yes,4,1,25.81,281,0,Cold
LEAD-101295,Google Ads,Spring2025,Europe,Intern,Machine Learning,8,8,10,1,No,5,0,41.37,281,0,Warm
LEAD-101293,Google Ads,Spring2025,North America,Director,Machine Learning; Marketing; Strategy,1,14,1,5,No,3,0,30.61,49,0,Cold
LEAD-101368,LinkedIn,Webinar2025,Asia,Analyst,Data Science; Marketing; Leadership,10,17,19,1,Yes,1,0,31.03,176,0,Warm
LEAD-100900,Organic,Webinar2025,Europe,VP,Data Science; Marketing,17,18,30,3,No,3,1,38.41,127,0,Cold
LEAD-100259,LinkedIn,Summer2025,Australia,Intern,Machine Learning,25,6,21,6,Yes,2,1,76.13,292,1,Hot
LEAD-100850,Organic,Summer2025,Australia,VP,Marketing; Machine Learning; Leadership,22,11,8,5,No,3,0,27.54,221,0,Cold
LEAD-101300,Referral,Spring2025,Australia,VP,Marketing,14,8,27,4,No,3,0,60.22,123,0,Warm
LEAD-101304,LinkedIn,Webinar2025,North America,Analyst,Strategy; Data Science; Leadership,21,15,11,7,Yes,3,0,29.8,279,0,Cold
LEAD-100847,LinkedIn,Webinar2025,North America,Intern,Machine Learning,25,17,20,4,Yes,0,1,52.66,44,0,Warm
LEAD-100415,LinkedIn,Webinar2025,Asia,Intern,Leadership,26,4,28,5,Yes,1,0,88.41,197,1,Cold
LEAD-100854,LinkedIn,Webinar2025,Australia,Analyst,Strategy,24,8,15,8,Yes,2,0,20.24,257,0,Hot
LEAD-100843,Facebook,Webinar2025,Australia,Analyst,Marketing; Machine Learning,30,10,26,5,No,5,1,61.99,63,0,Cold
LEAD-101849,LinkedIn,Summer2025,Europe,Intern,Strategy; Data Science,10,12,3,5,Yes,3,1,59.34,247,0,Cold
LEAD-100004,LinkedIn,Spring2025,Australia,Intern,Marketing,16,5,2,10,Yes,4,1,95.18,23,1,Warm
LEAD-101702,LinkedIn,Spring2025,Asia,VP,Data Science; Machine Learning; Marketing,30,17,28,8,No,3,1,15.69,193,0,Hot
LEAD-101994,LinkedIn,Summer2025,North America,Director,Machine Learning; Strategy,18,8,28,3,No,2,1,25.34,142,0,Warm
LEAD-100880,Facebook,Webinar2025,Asia,Director,Strategy,26,17,3,7,No,3,1,23.44,28,0,Cold
LEAD-100610,Facebook,Spring2025,Europe,Analyst,Strategy; Marketing,23,1,29,12,No,3,0,91.44,250,1,Cold
LEAD-100924,Organic,Spring2025,Australia,Analyst,Leadership; Strategy; Machine Learning,9,16,24,6,Yes,1,0,34.97,208,0,Cold
LEAD-100001,Facebook,Webinar2025,Asia,Intern,Data Science; Machine Learning,24,5,6,7,No,3,2,64.57,119,1,Cold
LEAD-100538,Google Ads,Spring2025,Australia,VP,Data Science,30,0,4,7,Yes,0,2,88.13,41,1,Warm
LEAD-100397,Referral,Spring2025,North America,Manager,Marketing; Strategy; Machine Learning,19,5,27,6,Yes,2,0,57.35,247,1,Hot
LEAD-100168,Facebook,Summer2025,Asia,Analyst,Machine Learning; Marketing,16,3,23,8,No,1,1,90.63,134,1,Cold
LEAD-100165,LinkedIn,Spring2025,Australia,Intern,Leadership; Machine Learning,29,9,9,9,Yes,0,1,48.5,131,1,Warm
LEAD-101391,Google Ads,Spring2025,Asia,Intern,Data Science; Machine Learning,13,14,26,1,Yes,5,1,40.07,265,0,Cold
LEAD-100550,Facebook,Summer2025,North America,VP,Marketing,19,1,8,4,No,1,0,63.92,264,1,Warm
LEAD-100220,Organic,Webinar2025,North America,Director,Data Science; Leadership; Machine Learning,37,5,4,12,Yes,4,3,90.96,288,1,Cold
LEAD-100142,Organic,Spring2025,Asia,VP,Leadership; Data Science,31,1,30,5,Yes,5,2,49.0,67,1,Cold
LEAD-100738,LinkedIn,Spring2025,Europe,Intern,Machine Learning; Leadership,28,7,3,9,No,4,3,63.66,59,1,Hot
LEAD-101443,Referral,Summer2025,North America,Manager,Strategy; Marketing; Data Science,20,9,12,4,No,0,0,22.01,287,0,Cold
LEAD-100878,Google Ads,Summer2025,North America,VP,Marketing,24,9,17,7,Yes,4,0,50.13,257,0,Warm
LEAD-100285,Google Ads,Webinar2025,North America,Analyst,Strategy,21,2,6,4,No,1,0,59.05,27,1,Cold
LEAD-100856,Referral,Webinar2025,North America,Intern,Machine Learning; Strategy; Leadership,12,8,20,9,No,4,0,35.53,27,0,Warm
LEAD-100185,Organic,Webinar2025,North America,Intern,Data Science,24,4,16,9,No,1,0,66.5,133,1,Hot
LEAD-100233,Referral,Spring2025,Asia,VP,Marketing; Leadership,35,7,7,9,No,5,0,47.09,58,1,Hot
LEAD-101154,Google Ads,Webinar2025,Europe,Manager,Strategy; Machine Learning,21,19,1,0,Yes,4,0,24.61,119,0,Cold
LEAD-101244,Facebook,Webinar2025,Australia,Director,Data Science; Strategy,5,19,16,8,Yes,3,0,68.91,262,0,Warm
LEAD-101969,Referral,Spring2025,Europe,Analyst,Machine Learning; Marketing,4,16,11,2,Yes,2,1,61.38,252,0,Warm
LEAD-101706,LinkedIn,Webinar2025,Asia,Analyst,Leadership,12,6,30,5,No,0,1,43.17,165,0,Cold
LEAD-101277,Referral,Spring2025,Australia,Manager,Strategy; Marketing,5,5,22,5,No,3,1,47.1,206,0,Cold
LEAD-101866,Facebook,Spring2025,Asia,Manager,Machine Learning; Data Science,14,17,2,2,Yes,5,0,64.72,210,0,Warm
LEAD-100958,Facebook,Webinar2025,Europe,Intern,Strategy; Leadership,11,11,1,1,Yes,1,0,50.99,192,0,Cold
LEAD-101027,Google Ads,Summer2025,Australia,Director,Data Science; Machine Learning; Strategy,18,10,17,6,Yes,0,1,59.76,122,0,Cold
LEAD-101394,Organic,Spring2025,North America,Analyst,Strategy; Machine Learning,19,6,25,0,No,3,1,25.71,86,0,Cold
LEAD-101067,LinkedIn,Spring2025,Australia,Director,Data Science; Marketing; Strategy,21,8,17,2,Yes,3,0,57.59,208,0,Warm
LEAD-101780,Facebook,Summer2025,Europe,Intern,Marketing; Leadership,21,9,30,1,No,3,1,52.04,297,0,Warm
LEAD-100700,LinkedIn,Spring2025,North America,Intern,Leadership,34,6,17,12,Yes,3,2,81.19,157,1,Hot
LEAD-100336,LinkedIn,Summer2025,Asia,Manager,Data Science; Marketing,41,6,30,5,No,2,0,56.87,135,1,Warm
LEAD-101607,Facebook,Summer2025,Australia,Analyst,Machine Learning; Marketing; Strategy,26,6,6,5,Yes,0,1,40.3,243,0,Cold
LEAD-100029,Organic,Webinar2025,North America,Director,Machine Learning; Data Science; Leadership,16,8,3,11,Yes,3,1,53.16,121,1,Warm
LEAD-100245,Organic,Spring2025,Australia,Analyst,Marketing; Data Science; Strategy,18,4,3,3,No,1,2,79.52,82,1,Cold
LEAD-100692,Organic,Webinar2025,Asia,Analyst,Data Science; Leadership; Machine Learning,16,2,9,3,No,1,0,81.3,28,1,Hot
LEAD-101711,LinkedIn,Webinar2025,Europe,Intern,Data Science,8,9,10,6,Yes,1,0,51.8,211,0,Warm
LEAD-100965,Facebook,Spring2025,Australia,VP,Leadership; Data Science,21,6,12,0,No,5,0,21.88,130,0,Warm
LEAD-100949,Google Ads,Spring2025,Australia,Analyst,Machine Learning; Data Science,22,15,13,8,Yes,5,1,60.82,118,0,Warm
LEAD-100265,Organic,Spring2025,North America,Manager,Data Science,40,1,23,7,No,4,1,72.5,2,1,Warm
LEAD-101044,LinkedIn,Summer2025,Asia,Director,Leadership; Marketing; Strategy,10,19,27,9,No,0,1,58.6,221,0,Cold
LEAD-100736,Facebook,Webinar2025,Australia,Manager,Marketing,17,5,23,12,Yes,3,1,52.07,101,1,Hot
LEAD-101339,Organic,Spring2025,Europe,VP,Data Science,17,7,22,5,No,2,1,45.7,270,0,Cold
LEAD-101230,Facebook,Summer2025,Asia,Analyst,Machine Learning; Data Science; Marketing,20,9,22,7,No,3,0,43.56,30,0,Cold
LEAD-101966,LinkedIn,Summer2025,Australia,VP,Leadership; Data Science; Marketing,21,14,28,2,Yes,5,0,48.28,71,0,Cold
LEAD-100660,LinkedIn,Webinar2025,Asia,Director,Marketing; Data Science,15,9,27,6,No,0,1,49.07,137,1,Warm
LEAD-100367,Organic,Webinar2025,North America,VP,Machine Learning; Marketing,22,0,28,7,No,4,1,61.98,179,1,Hot
LEAD-100988,Organic,Spring2025,North America,Director,Data Science; Machine Learning,7,11,14,4,Yes,5,1,71.73,111,0,Warm
LEAD-101495,Facebook,Summer2025,North America,Director,Leadership; Machine Learning; Marketing,24,9,13,0,No,4,1,49.96,198,0,Warm
LEAD-101177,LinkedIn,Webinar2025,Europe,Director,Data Science; Machine Learning; Leadership,21,19,6,1,Yes,1,0,34.06,18,0,Hot
LEAD-101722,LinkedIn,Summer2025,Australia,VP,Data Science; Machine Learning,18,13,25,6,Yes,1,1,58.65,264,0,Warm
LEAD-100258,LinkedIn,Summer2025,North America,VP,Strategy; Marketing; Leadership,18,7,11,5,No,4,0,62.27,74,1,Cold
LEAD-100230,LinkedIn,Summer2025,Asia,Analyst,Strategy; Data Science,26,10,14,4,Yes,2,2,97.5,84,1,Warm
LEAD-100420,Organic,Spring2025,Australia,Manager,Marketing; Leadership,32,2,18,7,No,4,1,88.51,94,1,Hot
LEAD-101727,LinkedIn,Summer2025,Australia,Manager,Machine Learning; Marketing; Data Science,27,10,26,7,Yes,3,1,57.52,211,0,Cold
LEAD-101234,Google Ads,Spring2025,North America,Director,Leadership,22,14,13,2,Yes,2,1,28.02,155,0,Warm
LEAD-100435,Referral,Spring2025,Europe,Intern,Marketing,17,9,11,3,Yes,3,1,87.33,260,1,Hot
LEAD-100025,Google Ads,Summer2025,Asia,VP,Strategy; Machine Learning; Data Science,23,10,16,5,Yes,4,1,69.97,107,1,Hot
LEAD-100403,Organic,Summer2025,Australia,Director,Leadership,32,9,7,7,Yes,4,3,74.48,57,1,Hot
LEAD-100094,Referral,Summer2025,Europe,Manager,Leadership; Machine Learning; Strategy,18,0,17,5,Yes,3,0,91.11,215,1,Cold
LEAD-101701,Organic,Summer2025,North America,Intern,Strategy,25,13,26,6,No,4,0,70.68,281,0,Warm
LEAD-100418,LinkedIn,Summer2025,North America,Intern,Strategy,36,5,5,2,No,5,3,84.57,295,1,Warm
LEAD-101918,Facebook,Webinar2025,Australia,Intern,Machine Learning; Marketing; Data Science,19,10,0,3,Yes,1,0,54.71,18,0,Cold
LEAD-101936,Organic,Spring2025,Australia,Analyst,Leadership; Strategy,8,14,12,7,Yes,0,1,28.82,186,0,Warm
LEAD-101857,LinkedIn,Spring2025,Australia,VP,Machine Learning,16,19,20,4,Yes,5,0,72.8,106,0,Hot
LEAD-101518,Referral,Spring2025,North America,Intern,Machine Learning; Data Science,19,10,5,4,Yes,3,0,64.04,138,0,Cold
LEAD-100315,Referral,Webinar2025,Europe,Intern,Data Science; Strategy,26,4,30,7,Yes,5,2,96.84,179,1,Hot
LEAD-100458,Google Ads,Spring2025,Europe,Analyst,Machine Learning; Marketing; Leadership,17,3,10,9,No,2,1,58.99,184,1,Cold
LEAD-100679,Organic,Webinar2025,Asia,VP,Marketing; Machine Learning; Strategy,18,9,4,6,No,4,1,75.06,264,1,Hot
LEAD-101788,LinkedIn,Webinar2025,Europe,Analyst,Machine Learning; Marketing,29,12,12,0,Yes,2,1,30.21,253,0,Cold
LEAD-101634,Google Ads,Spring2025,North America,Intern,Leadership; Data Science,24,15,27,2,Yes,2,1,32.79,148,0,Cold
LEAD-100870,Google Ads,Webinar2025,Asia,Manager,Marketing; Data Science; Leadership,4,12,27,1,No,3,0,50.01,292,0,Cold
LEAD-101707,Referral,Summer2025,Europe,Intern,Data Science; Marketing,31,16,14,0,Yes,5,1,22.17,74,0,Warm
LEAD-101721,Referral,Summer2025,Australia,Manager,Machine Learning; Data Science,8,13,14,7,No,4,0,59.16,51,0,Cold
LEAD-101910,LinkedIn,Webinar2025,Europe,Director,Machine Learning,18,20,7,2,No,4,0,38.89,182,0,Cold
LEAD-100494,Organic,Spring2025,Europe,Analyst,Data Science; Marketing,23,1,9,6,Yes,2,0,92.31,235,1,Warm
LEAD-101009,Facebook,Summer2025,Asia,VP,Leadership,24,12,25,6,No,3,0,52.34,138,0,Warm
LEAD-100663,LinkedIn,Webinar2025,Europe,Manager,Strategy,32,6,30,6,Yes,3,3,76.51,203,1,Warm
LEAD-101765,Organic,Summer2025,Australia,Manager,Machine Learning; Marketing,8,20,6,1,Yes,5,1,62.24,58,0,Cold
LEAD-101359,LinkedIn,Webinar2025,Australia,VP,Marketing; Leadership,24,17,13,6,No,0,0,49.91,63,0,Hot
LEAD-101380,Facebook,Summer2025,Asia,Analyst,Machine Learning,24,7,12,7,Yes,4,1,35.1,94,0,Cold
LEAD-100689,Google Ads,Summer2025,Europe,Director,Strategy; Data Science; Marketing,33,2,19,2,No,3,2,79.04,1,1,Warm
LEAD-100600,Referral,Summer2025,Europe,VP,Leadership,18,0,16,11,No,0,0,84.96,259,1,Warm
LEAD-101947,Google Ads,Spring2025,Europe,Manager,Marketing; Strategy,23,15,23,2,Yes,3,0,30.68,270,0,Hot
LEAD-101404,Referral,Webinar2025,Europe,Analyst,Data Science,11,8,29,2,No,2,0,29.51,68,0,Warm
LEAD-100558,Google Ads,Webinar2025,Europe,Manager,Leadership,34,1,10,8,Yes,3,3,92.71,73,1,Hot
LEAD-100159,Referral,Spring2025,North America,Intern,Data Science,14,10,3,7,No,3,3,98.68,258,1,Hot
LEAD-101290,Referral,Spring2025,Australia,VP,Leadership; Data Science; Strategy,22,20,15,7,No,2,0,65.65,217,0,Cold
LEAD-100899,Facebook,Summer2025,Asia,Director,Strategy,8,8,3,0,No,4,1,52.25,44,0,Cold
LEAD-101084,LinkedIn,Summer2025,North America,Analyst,Leadership; Machine Learning; Data Science,28,16,9,7,No,3,1,69.95,260,0,Warm
LEAD-101160,Google Ads,Spring2025,Europe,VP,Leadership; Marketing; Data Science,22,12,16,2,No,5,1,30.65,78,0,Cold
LEAD-101223,Facebook,Webinar2025,Europe,Intern,Machine Learning; Marketing; Leadership,13,9,8,4,No,2,0,46.6,222,0,Warm
LEAD-101813,Organic,Spring2025,Australia,Director,Marketing; Strategy; Machine Learning,24,10,1,3,No,4,0,27.6,259,0,Warm
LEAD-101134,Google Ads,Spring2025,North America,Analyst,Strategy; Machine Learning,23,14,10,11,Yes,1,0,47.93,59,0,Cold
LEAD-101468,Organic,Webinar2025,Australia,VP,Machine Learning; Leadership; Data Science,5,19,27,4,No,3,0,46.81,94,0,Cold
LEAD-100057,Facebook,Summer2025,Europe,Director,Data Science; Marketing; Strategy,28,7,21,7,No,2,1,58.32,248,1,Cold
LEAD-101649,Organic,Webinar2025,Europe,Intern,Strategy; Machine Learning; Leadership,17,19,9,4,No,2,1,33.88,142,0,Hot
LEAD-101513,Facebook,Webinar2025,Australia,Manager,Strategy; Marketing,17,11,24,1,No,1,1,22.08,181,0,Warm
LEAD-100173,Referral,Webinar2025,Europe,Analyst,Machine Learning; Strategy,38,8,7,6,No,3,3,50.66,31,1,Cold
LEAD-101331,Referral,Webinar2025,North America,Analyst,Data Science,8,10,24,6,No,5,0,54.47,202,0,Cold
LEAD-101964,Google Ads,Webinar2025,Asia,Intern,Leadership,16,10,1,9,No,2,0,28.61,253,0,Warm
LEAD-101051,LinkedIn,Webinar2025,Asia,Director,Data Science,12,10,10,6,No,1,0,37.61,90,0,Warm
LEAD-101444,Referral,Spring2025,North America,VP,Data Science; Machine Learning; Strategy,17,14,4,7,No,4,0,65.23,217,0,Cold
LEAD-100774,Facebook,Summer2025,Australia,Intern,Strategy; Leadership; Data Science,19,0,26,5,No,0,3,68.06,199,1,Warm
LEAD-101875,Referral,Summer2025,Australia,Manager,Data Science; Leadership; Machine Learning,7,6,13,7,Yes,0,1,25.29,23,0,Cold
LEAD-100681,Facebook,Spring2025,Asia,Director,Data Science; Marketing,39,8,9,1,No,0,0,66.72,54,1,Hot
LEAD-100849,Referral,Summer2025,Asia,Manager,Machine Learning; Strategy; Data Science,13,9,28,6,Yes,0,0,55.2,214,0,Cold
LEAD-101689,Referral,Webinar2025,North America,Intern,Strategy; Leadership; Marketing,12,12,9,1,No,2,1,49.49,169,0,Cold
LEAD-101794,Referral,Webinar2025,Asia,Director,Machine Learning; Data Science; Leadership,6,8,17,5,No,4,1,53.59,141,0,Warm
LEAD-101853,Google Ads,Summer2025,Asia,Intern,Strategy; Marketing,21,20,11,2,No,3,0,49.34,36,0,Warm
LEAD-101133,Google Ads,Spring2025,North America,Director,Strategy; Marketing,27,9,5,4,No,2,0,68.53,38,0,Warm
LEAD-100685,Referral,Spring2025,Europe,Analyst,Machine Learning,21,6,28,7,Yes,5,1,76.29,236,1,Hot
LEAD-100717,Organic,Spring2025,Asia,Intern,Strategy; Data Science,23,5,30,2,Yes,3,2,64.56,260,1,Hot
LEAD-100460,Facebook,Summer2025,Europe,VP,Leadership; Machine Learning,20,8,7,6,Yes,5,3,75.84,71,1,Warm
LEAD-101938,Organic,Spring2025,Europe,Intern,Strategy,19,13,18,9,No,2,1,47.86,273,0,Cold
LEAD-100264,Referral,Summer2025,Asia,Manager,Leadership; Data Science; Strategy,16,5,0,3,Yes,0,3,81.64,34,1,Hot
LEAD-101784,Facebook,Spring2025,North America,Manager,Data Science,26,18,8,5,Yes,0,1,29.68,162,0,Warm
LEAD-100757,Google Ads,Webinar2025,Asia,Director,Data Science; Strategy; Machine Learning,12,7,25,8,Yes,0,0,66.69,165,1,Warm
LEAD-100881,LinkedIn,Webinar2025,Australia,VP,Leadership; Machine Learning,11,17,27,5,Yes,5,0,59.9,168,0,Cold
LEAD-100292,Facebook,Summer2025,Asia,Director,Machine Learning; Marketing; Strategy,27,0,28,8,No,1,2,83.24,131,1,Hot
LEAD-101374,Organic,Summer2025,Australia,Analyst,Leadership; Marketing,21,6,1,1,Yes,3,1,60.09,78,0,Cold
LEAD-100064,LinkedIn,Summer2025,Europe,Intern,Marketing; Leadership; Machine Learning,29,9,28,8,Yes,2,0,88.47,186,1,Hot
LEAD-100580,Facebook,Spring2025,Asia,VP,Data Science,24,9,0,7,Yes,5,2,80.64,205,1,Cold
LEAD-100686,LinkedIn,Spring2025,Australia,Analyst,Leadership; Machine Learning; Strategy,22,0,2,9,No,3,3,60.06,162,1,Warm
LEAD-101254,Referral,Spring2025,Europe,Analyst,Marketing; Machine Learning,5,19,6,1,No,3,0,64.67,32,0,Cold
LEAD-101797,Google Ads,Spring2025,North America,Director,Strategy,24,17,11,9,Yes,0,1,28.35,78,0,Cold
LEAD-101013,Facebook,Summer2025,Europe,VP,Data Science; Strategy; Machine Learning,24,6,13,0,No,4,0,52.5,103,0,Cold
LEAD-101422,Facebook,Webinar2025,Australia,Manager,Machine Learning; Data Science; Marketing,11,7,0,7,Yes,4,1,60.17,245,0,Cold
LEAD-101171,Organic,Webinar2025,Asia,VP,Data Science,12,20,29,6,Yes,5,0,73.57,17,0,Warm
LEAD-101031,LinkedIn,Spring2025,Europe,Intern,Data Science,6,6,27,5,Yes,3,0,74.03,278,0,Warm
LEAD-100599,Google Ads,Spring2025,Australia,Intern,Machine Learning,19,9,16,3,No,4,3,66.45,49,1,Warm
LEAD-101900,Organic,Webinar2025,North America,Manager,Marketing; Data Science,22,13,3,4,No,0,0,23.35,7,0,Hot
LEAD-100872,Google Ads,Summer2025,Asia,Intern,Data Science; Marketing,27,7,28,-2,Yes,5,0,26.03,211,0,Warm
LEAD-101708,Google Ads,Webinar2025,Australia,Director,Leadership,14,19,10,7,No,3,0,58.05,278,0,Warm
LEAD-101063,LinkedIn,Webinar2025,Australia,Analyst,Strategy; Leadership; Marketing,17,13,10,3,No,2,1,34.03,96,0,Warm
LEAD-101398,Referral,Spring2025,Europe,Intern,Machine Learning; Strategy,13,10,3,5,No,2,0,26.22,210,0,Cold
LEAD-101500,Referral,Spring2025,North America,Director,Strategy; Machine Learning,21,17,19,8,No,0,1,54.04,23,0,Cold
LEAD-101476,Organic,Spring2025,Australia,Analyst,Machine Learning; Data Science; Strategy,13,12,6,2,No,4,1,56.36,274,0,Warm
LEAD-100139,Facebook,Summer2025,Australia,VP,Strategy; Leadership,20,9,20,11,Yes,1,0,92.33,41,1,Warm
LEAD-100602,Organic,Spring2025,Australia,Analyst,Leadership; Strategy; Machine Learning,34,7,12,3,Yes,0,1,95.33,70,1,Hot
LEAD-100548,Organic,Spring2025,Asia,Intern,Leadership,25,6,29,0,Yes,3,1,70.14,94,1,Hot
LEAD-100673,LinkedIn,Summer2025,Asia,VP,Machine Learning; Leadership; Data Science,18,10,7,11,Yes,0,2,54.73,94,1,Hot
LEAD-101217,Google Ads,Summer2025,Australia,Intern,Marketing; Data Science; Strategy,19,9,20,1,Yes,1,1,68.68,190,0,Cold
LEAD-100073,Facebook,Summer2025,Australia,Intern,Leadership; Marketing; Data Science,25,1,12,9,No,2,0,48.68,214,1,Warm
LEAD-101298,Organic,Summer2025,North America,Intern,Machine Learning; Marketing; Data Science,20,12,2,0,Yes,3,1,24.6,42,0,Cold
LEAD-100983,LinkedIn,Spring2025,Europe,Analyst,Marketing; Leadership; Data Science,12,20,10,7,Yes,0,1,53.48,223,0,Cold
LEAD-101193,Organic,Summer2025,Asia,Intern,Marketing,7,10,1,2,No,3,1,47.87,79,0,Cold
LEAD-101042,Referral,Summer2025,North America,Intern,Leadership; Data Science; Machine Learning,25,7,29,1,No,3,1,21.55,50,0,Hot
LEAD-101329,Organic,Summer2025,Australia,Manager,Leadership; Data Science; Machine Learning,25,14,8,4,No,2,1,70.83,153,0,Cold
LEAD-101155,Google Ads,Spring2025,Europe,Director,Strategy; Data Science; Marketing,24,7,11,8,Yes,2,0,62.23,179,0,Warm
LEAD-100974,LinkedIn,Spring2025,Europe,Analyst,Machine Learning; Data Science,7,17,29,2,Yes,4,1,24.56,284,0,Warm
LEAD-100067,Organic,Summer2025,Australia,Intern,Leadership; Strategy,41,3,0,2,Yes,3,3,93.55,71,1,Cold
LEAD-101484,Google Ads,Summer2025,Europe,VP,Strategy,19,16,19,5,No,5,0,59.7,258,0,Warm
LEAD-101126,LinkedIn,Spring2025,Asia,Manager,Data Science; Leadership,21,19,25,7,No,5,0,65.4,149,0,Cold
LEAD-101531,Facebook,Spring2025,Europe,Director,Data Science; Strategy; Machine Learning,6,18,14,8,Yes,1,0,38.12,231,0,Cold
LEAD-100803,Referral,Webinar2025,Australia,Analyst,Leadership,8,13,18,8,Yes,4,1,46.82,3,0,Warm
LEAD-100530,Referral,Spring2025,Europe,Intern,Machine Learning; Leadership; Marketing,25,8,0,6,Yes,0,3,90.57,103,1,Warm
LEAD-100541,Facebook,Summer2025,Australia,VP,Data Science; Marketing; Machine Learning,38,9,17,11,Yes,5,2,79.32,257,1,Cold
LEAD-100126,LinkedIn,Spring2025,North America,Analyst,Machine Learning; Marketing; Data Science,30,8,22,3,Yes,3,1,95.41,284,1,Cold
LEAD-101907,Referral,Summer2025,North America,Director,Marketing; Strategy,12,18,3,8,No,1,0,56.63,252,0,Warm
LEAD-100641,LinkedIn,Summer2025,Australia,Intern,Marketing; Data Science; Machine Learning,38,7,25,6,No,0,0,95.05,140,1,Warm
LEAD-101282,Organic,Spring2025,Asia,Manager,Data Science; Marketing,14,9,0,5,Yes,2,0,19.45,68,0,Cold
LEAD-100756,Facebook,Summer2025,Asia,VP,Machine Learning,23,2,25,12,Yes,3,3,59.53,168,1,Warm
LEAD-101455,Facebook,Summer2025,Australia,Manager,Strategy,12,8,13,1,Yes,3,1,44.77,142,0,Warm
LEAD-101673,Facebook,Webinar2025,Asia,Intern,Strategy; Data Science,27,16,7,0,No,2,1,27.65,227,0,Cold
LEAD-100389,LinkedIn,Webinar2025,Asia,Intern,Strategy; Data Science; Machine Learning,33,6,29,5,Yes,2,3,74.96,185,1,Hot
LEAD-101773,Facebook,Spring2025,Australia,Intern,Leadership,11,11,6,6,Yes,4,1,25.82,194,0,Cold
LEAD-100203,Facebook,Summer2025,Europe,VP,Strategy; Marketing,41,4,19,4,No,3,3,101.68,13,1,Hot
LEAD-100402,Organic,Webinar2025,Australia,Intern,Strategy; Data Science,37,3,7,7,No,2,3,106.8,230,1,Hot
LEAD-101841,Organic,Webinar2025,Asia,VP,Marketing; Leadership,21,17,12,7,Yes,4,0,80.25,183,0,Cold
LEAD-101457,LinkedIn,Summer2025,Asia,VP,Strategy,25,6,18,3,Yes,0,1,56.18,47,0,Cold
LEAD-100627,LinkedIn,Spring2025,Europe,Analyst,Data Science; Leadership,24,0,9,10,No,0,2,62.54,247,1,Cold
